facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
gmf de mascouche (médi-centre mascouche),7732,clinic or family medicine group,Ambulatory health care services,Province of Québec,,880,montée masson,J7K2L7,mascouche,qc,"880, montée masson, rez-de-chaussée , mascouche (québec) j7k 2l7",Mascouche,2464015,24,45.743836,-73.608207
gmf de matane (clinique médicale de matane),7733,clinic or family medicine group,Ambulatory health care services,Province of Québec,,548,avenue du phare est,G4W1A7,matane,qc,"548, avenue du phare est , matane (québec) g4w 1a7",Matane,2408053,24,48.85252,-67.512502
gmf de matane (clinique médicale saint-rédempteur),7734,clinic or family medicine group,Ambulatory health care services,Province of Québec,,226,rue thibault,G4W2V9,matane,qc,"226, rue thibault , matane (québec) g4w 2v9",Matane,2408053,24,48.847712,-67.522806
gmf de matane (clsc de matane ( baie-des-sables)),7735,clinic or family medicine group,Ambulatory health care services,Province of Québec,,20,rue du couvent,G0J1C0,baie-des-sables,qc,"20, rue du couvent , baie-des-sables (québec) g0j 1c0",Baie-des-Sables,2408080,24,48.7210863,-67.8937987
gmf de montmagny (clinique médicale de montmagny),7736,clinic or family medicine group,Ambulatory health care services,Province of Québec,,5,boulevard taché ouest,G5V2Z9,montmagny,qc,"5, boulevard taché ouest , montmagny (québec) g5v 2z9",Montmagny,2418050,24,46.98133,-70.5647
gmf de montmagny (clinique médicale docteur simon morin),7737,clinic or family medicine group,Ambulatory health care services,Province of Québec,,534,chemin saint-françois ouest,G0R3A0,saint-françois-de-la-rivière-du-sud,qc,"534, chemin saint-fançois ouest , saint-fançois-de-la-rivière-du-sud (québec) g0r 3a0",Saint-François-de-la-Rivière-du-Sud,2418060,24,46.88625,-70.7154
gmf de montmagny (clinique médicale du cap saint-ignace),7738,clinic or family medicine group,Ambulatory health care services,Province of Québec,,40,chemin des pionniers est,G0R1H0,cap-saint-ignace,qc,"40, chemin des pionniers est , cap-saint-ignace (québec) g0r 1h0",Cap-Saint-Ignace,2418045,24,47.03748,-70.4589
gmf de montmagny (clinique médico-dentaire de montmagny),7739,clinic or family medicine group,Ambulatory health care services,Province of Québec,,63,boulevard taché ouest,G5V3A3,montmagny,qc,"63, boulevard taché ouest, bureau 104 , montmagny (québec) g5v 3a3",Montmagny,2418050,24,46.98054,-70.5677
gmf de montmagny (clsc de saint-fabien-de-panet),7740,local community services centre (clsc),Ambulatory health care services,Province of Québec,,10,rue alphonse,G0R2J0,saint-fabien-de-panet,qc,"10, rue alphonse , saint-fabien-de-panet (que?bec) g0r 2j0",Saint-Fabien-de-Panet,2418015,24,46.657607,-70.152429
gmf de montmagny (clsc de saint-pamphile),7741,clinic or family medicine group,Ambulatory health care services,Province of Québec,,103,rue du foyer nord,G0R3X0,saint-pamphile,qc,"103, rue du foyer nord , saint-pamphile (québec) g0r 3x0",Saint-Pamphile,2417010,24,46.96074,-69.7833
gmf de montmagny (clsc et chsld de saint-jean-port-joli),7742,clinic or family medicine group,Ambulatory health care services,Province of Québec,,430,rue jean-leclerc,G0R3G0,saint-jean-port-joli,qc,"430, rue jean-leclerc , saint-jean-port-joli (québec) g0r 3g0",Saint-Jean-Port-Joli,2417070,24,47.20845,-70.2578
gmf de saint-henri (clinique médicale saint-henri),7743,clinic or family medicine group,Ambulatory health care services,Province of Québec,,2725,route du président-kennedy,G0R3E0,saint-henri,qc,"2725, route du président-kennedy, bureau 200 , saint-henri (québec) g0r 3e0",Saint-Henri,2419068,24,46.70408,-71.0742
gmf de thetford (clinique médicale kingsville),7744,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1351,rue notre-dame est,G6G0G5,thetford mines,qc,"1351, rue notre-dame est, suite 200 , thetford mines (québec) g6g 0g5",Thetford Mines,2431084,24,46.10632,-71.2808
gmf de touraine (clinique médicale touraine),7745,clinic or family medicine group,Ambulatory health care services,Province of Québec,,520,boulevard de l'hôpital,J8V2P5,gatineau,qc,"520, boulevard de l'hôpital, suite 2-b , gatineau (québec) j8v 2p5",Gatineau,2481017,24,45.493846,-75.688732
gmf de témiscouata (clinique médicale cabano),7746,clinic or family medicine group,Ambulatory health care services,Province of Québec,,825,rue commerciale nord,G0L1E0,témiscouata-sur-le-lac,qc,"825, rue commerciale nord, suite 101 , témiscouata-sur-le-lac (québec) g0l 1e0",Témiscouata-sur-le-Lac,2413073,24,47.683652,-68.879645
gmf de témiscouata (clinique médicale de squatec),7747,clinic or family medicine group,Ambulatory health care services,Province of Québec,,149,rue saint-joseph,G0L4H0,saint-michel-du-squatec,qc,"149, rue saint-joseph, bureau b , saint-michel-du-squatec (québec) g0l 4h0",Saint-Michel-du-Squatec,2413065,24,47.881742,-68.720328
gmf de témiscouata (clinique médicale lac-des-aigles),7748,clinic or family medicine group,Ambulatory health care services,Province of Québec,,74,rue principale,G0K1V0,lac-des-aigles,qc,"74, rue principale , lac-des-aigles (québec) g0k 1v0",Lac-des-Aigles,2413060,24,47.988945,-68.676196
gmf de témiscouata (clinique médicale linda landry),7749,clinic or family medicine group,Ambulatory health care services,Province of Québec,,2387,rue commerciale sud,G0L1X0,témiscouata-sur-le-lac,qc,"2387, rue commerciale sud, suite 102 , témiscouata-sur-le-lac (québec) g0l 1x0",Témiscouata-sur-le-Lac,2413073,24,47.613636,-68.799209
gmf de témiscouata (clsc de cabano),7750,clinic or family medicine group,Ambulatory health care services,Province of Québec,,33,rue saint-laurent,G0L1E0,témiscouata-sur-le-lac,qc,"33, rue saint-laurent, bureau 101 , témiscouata-sur-le-lac (québec) g0l 1e0",Témiscouata-sur-le-Lac,2413073,24,47.679629,-68.886708
gmf de témiscouata (clsc de dégelis),7751,clinic or family medicine group,Ambulatory health care services,Province of Québec,,103,7e rue est,G5T1Y6,dégelis,qc,"103, 7e rue est , dégelis (québec) g5t 1y6",Dégelis,2413005,24,47.548187,-68.642452
gmf de témiscouata (clsc de lac-des-aigles),7752,clinic or family medicine group,Ambulatory health care services,Province of Québec,,69,rue principale,G0K1V0,lac-des-aigles,qc,"69, rue principale , lac-des-aigles (québec) g0k 1v0",Lac-des-Aigles,2413060,24,47.988358,-68.676742
gmf de témiscouata (clsc de rivière-bleue),7753,clinic or family medicine group,Ambulatory health care services,Province of Québec,,45,rue du foyer sud,G0L2B0,rivière-bleue,qc,"45, rue du foyer sud , rivière-bleue (québec) g0l 2b0",Rivière-Bleue,2413025,24,47.431894,-69.03893
gmf de témiscouata (hôpital de notre-dame-du-lac),7754,clinic or family medicine group,Ambulatory health care services,Province of Québec,,58,rue de l'église,G0L1X0,témiscouata-sur-le-lac,qc,"58, rue de l'église , témiscouata-sur-le-lac (québec) g0l 1x0",Témiscouata-sur-le-Lac,2413073,24,47.611888,-68.798841
gmf de wakefield (centre de médecine familiale de wakefield),7755,clinic or family medicine group,Ambulatory health care services,Province of Québec,,777,chemin riverside,J0X3G0,la pêche,qc,"777, chemin riverside , la pêche (québec) j0x 3g0",La Pêche,2482035,24,45.6378681,-75.9300599
gmf de wakefield (clsc de val-des-monts),7756,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1884,route du carrefour,J8N7N5,val-des-monts,qc,"1884, route du carrefour , val-des-monts (québec) j8n 7n5",Val-des-Monts,2482015,24,45.585015,-75.619205
gmf des abénakis (bureau du docteur pierre roy),7757,clinic or family medicine group,Ambulatory health care services,Province of Québec,,106-b,avenue commerciale,G0N1X0,tring-jonction,qc,"106-b, avenue commerciale , tring-jonction (québec) g0n 1x0",Tring-Jonction,2427060,24,46.27027,-70.9931
gmf des abénakis (clinique médicale de saint-prosper),7758,clinic or family medicine group,Ambulatory health care services,Province of Québec,,2475,28e rue,G0M1Y0,saint-prosper,qc,"2475, 28e rue , saint-prosper (québec) g0m 1y0",Saint-Prosper,2428020,24,46.21349,-70.4808
gmf des abénakis (clinique médicale de saint-zacharie),7759,clinic or family medicine group,Ambulatory health care services,Province of Québec,,528,15e avenue,G0M2C0,saint-zacharie,qc,"528, 15e avenue , saint-zacharie (québec) g0m 2c0",Saint-Zacharie,2428005,24,46.12911,-70.3666
gmf des abénakis (clinique médicale du carrefour),7760,clinic or family medicine group,Ambulatory health care services,Province of Québec,,8468,boulevard lacroix,G5Y2B5,saint-georges,qc,"8468, boulevard lacroix , saint-georges (québec) g5y 2b5",Saint-Georges,2429073,24,46.13249,-70.7004
gmf des affluents,7761,clinic or family medicine group,Ambulatory health care services,Province of Québec,,333,boulevard brien,J5Z2J1,repentigny,qc,"333, boulevard brien, bureau 7 , repentigny (québec) j5z 2j1",Repentigny,2460013,24,45.753293,-73.46819
gmf des appalaches (clinique familiale de thetford mines),7762,clinic or family medicine group,Ambulatory health care services,Province of Québec,,926,rue labbé,G6G2A8,thetford mines,qc,"926, rue labbé, bureau 1001 , thetford mines (québec) g6g 2a8",Thetford Mines,2431084,24,46.10381,-71.2883
gmf des appalaches (clinique médicale champlain),7763,clinic or family medicine group,Ambulatory health care services,Province of Québec,,401,avenue montcalm,G0N1E0,disraeli,qc,"401, avenue montcalm , disraeli (québec) g0n 1e0",Disraeli,2431015,24,45.90033,-71.3568
gmf des aurores boreales (gmf-u des aurores boreales),7764,clinic or family medicine group,Ambulatory health care services,Province of Québec,,228,2e rue est,J9Z2G9,la sarre,qc,"228, 2e rue est , la sarre (québec) j9z 2g9",La Sarre,2487090,24,48.806153,-79.200826
gmf des aurores boréales (clsc des aurores boréales),7765,clinic or family medicine group,Ambulatory health care services,Province of Québec,,679,2e rue est,J9Z3J7,la sarre,qc,"679, 2e rue est , la sarre (québec) j9z 3j7",La Sarre,2487090,24,48.786353,-79.198345
gmf des aurores-boreales (clinique de santé de l'éveil),7766,clinic or family medicine group,Ambulatory health care services,Province of Québec,,202,12e avenue est,J9Z2M6,la sarre,qc,"202, 12e avenue est , la sarre (québec) j9z 2m6",La Sarre,2487090,24,48.792986,-79.2173
gmf des aurores-boreales (polyclinique wabakin de la sarre),7767,clinic or family medicine group,Ambulatory health care services,Province of Québec,,671,2e rue est,J9Z3J7,la sarre,qc,"671, 2e rue est , la sarre (québec) j9z 3j7",La Sarre,2487090,24,48.788304,-79.200293
gmf des aurores-boréales (clinique médicale du docteure hélène hottlet),7768,clinic or family medicine group,Ambulatory health care services,Province of Québec,,12,montée lavigne,J9Z2X5,la sarre,qc,"12, montée lavigne, cp 156 , la sarre (québec) j9z 2x5",La Sarre,2487090,24,48.791071,-79.216749
gmf des basques (centre de multiservices de santé et services sociaux de trois-pistoles),7769,clinic or family medicine group,Ambulatory health care services,Province of Québec,,550,rue notre-dame est,G0L4K0,trois-pistoles,qc,"550, rue notre-dame est , trois-pistoles (québec) g0l 4k0",Trois-Pistoles,2411040,24,48.1328999,-69.1605628
gmf des basques (clsc saint-jean-de-dieu),7770,clinic or family medicine group,Ambulatory health care services,Province of Québec,,20,rue de la villa,G0L3M0,saint-jean-de-dieu,qc,"20, rue de la villa , saint-jean-de-dieu (québec) g0l 3m0",Saint-Jean-de-Dieu,2411010,24,48.006273,-69.041193
gmf des basques clsc des basques (point de service saint-clément)),7771,clinic or family medicine group,Ambulatory health care services,Province of Québec,,25,rue saint-pierre,G0L2N0,saint-clément,qc,"25, rue saint-pierre ,saint-clément (québec) g0l 2n0",Saint-Clément,2411005,24,47.923499,-69.096779
gmf des boisés (clinique des boisés),7772,clinic or family medicine group,Ambulatory health care services,Province of Québec,,4670,boulevard saint-martin ouest,H7T2Y2,laval,qc,"4670, boulevard saint-martin ouest , laval (québec) h7t 2y2",Laval,2465005,24,45.546564,-73.776731
gmf des rivières (clinique médicale rivière-du-moulin),7773,clinic or family medicine group,Ambulatory health care services,Province of Québec,,930,rue jacques-cartier est,G7H7K9,saguenay,qc,"930, rue jacques-cartier est, bureau d-500 , saguenay (québec) g7h 7k9",Saguenay,2494068,24,48.421334,-71.040397
gmf des samares (clinique médicale l'achigan),7774,clinic or family medicine group,Ambulatory health care services,Province of Québec,,26,montée rémi-henri,J0K3H0,saint-roch-de-lachigan,qc,"26, montée rémi-henri , saint-roch-de-l'achigan (québec) j0k 3h0",Saint-Roch-de-l'Achigan,2463035,24,45.860982,-73.596265
gmf des samares (clinique médicale sainte-julienne),7775,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1270,route 125,J0K2T0,sainte-julienne,qc,"1270, route 125 , sainte-julienne (québec) j0k 2t0",Sainte-Julienne,2463060,24,45.960326,-73.707305
gmf des seigneurs (polyclinique médicale de terrebonne),7776,clinic or family medicine group,Ambulatory health care services,Province of Québec,,901,boulevard des seigneurs,J6W1T8,terrebonne,qc,"901, boulevard des seigneurs, bureau 301 , terrebonne (québec) j6w 1t8",Terrebonne,2464008,24,45.702319,-73.640438
gmf des îles (clinique santé des îles ),7777,clinic or family medicine group,Ambulatory health care services,Province of Québec,,539,chemin principal les îles-de-la-madeleine,G4T1E7,québec,qc,"539, chemin principal , les îles-de-la-madeleine (québec) g4t 1e7",Les Îles-de-la-Madeleine,2401023,24,47.37429,-61.8746
gmf des îles (clsc de l'archipel (point de service)),7778,clinic or family medicine group,Ambulatory health care services,Province of Québec,,430,chemin principal les îles-de-la-madeleine,G4T1R9,québec,qc,"430, chemin principal , les îles-de-la-madeleine (québec) g4t 1r9",Les Îles-de-la-Madeleine,2401023,24,47.37623,-61.8676
gmf du boisé langevin (clinique médicale du boisé langevin),7779,clinic or family medicine group,Ambulatory health care services,Province of Québec,,288,rue pierre-saindon,G5L9A8,rimouski,qc,"288, rue pierre-saindon, bureau 130 , rimouski (québec) g5l 9a8",Rimouski,2410043,24,48.445265,-68.523859
gmf du centre de santé de témiscaming (point de service de témiscaming-et-de-kipawa),7780,clinic or family medicine group,Ambulatory health care services,Province of Québec,,180,avenue anvik,J0Z3R0,témiscaming,qc,"180, avenue anvik ,témiscaming (québec) j0z 3r0",Témiscaming,2485005,24,46.725619,-79.094178
gmf du fjord (clinique médicale des 21),7781,clinic or family medicine group,Ambulatory health care services,Province of Québec,,171,6e rue,G7B0A3,saguenay,qc,"171, 6e rue, bureau 101 , saguenay (québec) g7b 0a3",Saguenay,2494068,24,48.330719,-70.889924
gmf du fjord (clinique médicale l'anse-saint-jean),7782,clinic or family medicine group,Ambulatory health care services,Province of Québec,,180,route 170,G0V1J0,lanse-saint-jean,qc,"180, route 170 , l'anse-saint-jean (québec) g0v 1j0",L'Anse-Saint-Jean,2494210,24,48.19714739,-70.24121636
gmf du fleuve (clinique médicale de saint-fabien),7783,clinic or family medicine group,Ambulatory health care services,Province of Québec,,115,1re rue,G0L2Z0,saint-fabien,qc,"115, 1re rue , saint-fabien (québec) g0l 2z0",Saint-Fabien,2410070,24,48.295662,-68.866125
gmf du fleuve (clinique médicale du docteur alain daigle),7784,clinic or family medicine group,Ambulatory health care services,Province of Québec,,139,rue j-romuald-bérubé,G0L1B0,rimouski,qc,"139, rue j.-romuald-bérubé , rimouski (québec) g0l 1b0",Rimouski,2410043,24,48.3730998,-68.7100965
gmf du fleuve (clinique médicale du phare),7785,clinic or family medicine group,Ambulatory health care services,Province of Québec,,822,boulevard sainte-anne,G5M1J5,rimouski,qc,"822, boulevard sainte-anne, bureau 101 , rimouski (québec) g5m 1j5",Rimouski,2410043,24,48.506059,-68.466982
gmf du grand-portage (clinique médicale de cacouna),7786,clinic or family medicine group,Ambulatory health care services,Province of Québec,,535,rue du patrimoine,G0L1G0,cacouna,qc,"535, rue du patrimoine , cacouna (québec) g0l 1g0",Cacouna,2412057,24,47.9741851,-69.4091239
gmf du grand-portage (clinique médicale frontenac),7787,clinic or family medicine group,Ambulatory health care services,Province of Québec,,24,rue frontenac,G5R1S5,rivière-du-loup,qc,"24, rue frontenac , rivière-du-loup (québec) g5r 1s5",Rivière-du-Loup,2412072,24,47.829587,-69.534682
gmf du grand-portage (clinique médicale saint-antonin ),7788,clinic or family medicine group,Ambulatory health care services,Province of Québec,,78-b,rue principale,G0L2J0,saint-antonin,qc,"78-b, rue principale , saint-antonin (québec) g0l 2j0",Saint-Antonin,2412015,24,47.7828198,-69.4642552
gmf du grand-portage (clsc de l'isle-verte),7789,clinic or family medicine group,Ambulatory health care services,Province of Québec,,150,rue saint-jean-baptiste,G0L1K0,lisle-verte,qc,"150, rue saint-jean-baptiste , l'isle-verte (québec) g0l 1k0",L'Isle-Verte,2412043,24,48.0147702,-69.336729
gmf du grand-portage (clsc de rivière-du-loup),7790,clinic or family medicine group,Ambulatory health care services,Province of Québec,,22,rue saint-laurent,G5R4W5,rivière-du-loup,qc,"22, rue saint-laurent , rivière-du-loup (québec) g5r 4w5",Rivière-du-Loup,2412072,24,47.830592,-69.536157
gmf du pontiac (clinique médicale de campbell's bay),7791,clinic or family medicine group,Ambulatory health care services,Province of Québec,,35,rue patterson,J0X1K0,campbells bay,qc,"35, rue patterson , campbell's bay (québec) j0x 1k0",Campbell's Bay,2484030,24,45.733505,-76.60075
gmf du pontiac (clinique médicale de fort-coulonge),7792,clinic or family medicine group,Ambulatory health care services,Province of Québec,,543-a,rue baume,J0X1V0,fort-coulonge,qc,"543-a, rue baume , fort-coulonge (québec) j0x 1v0",Fort-Coulonge,2484060,24,45.84187638,-76.73768233
gmf du pontiac (clsc chapeau),7793,clinic or family medicine group,Ambulatory health care services,Province of Québec,,72,rue saint-patrick,J0X1M0,lîsle-aux-allumettes,qc,"72, rue saint-patrick , l'isle-aux-allumettes (québec) j0x 1m0",L'Isle-aux-Allumettes,2484082,24,45.9103446,-77.07294316
gmf du pontiac (clsc de quyon),7794,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1164,rue de clarendon,J0X2V0,pontiac,qc,"1164, rue de clarendon, cp 278 , pontiac (québec) j0x 2v0",Pontiac,2482030,24,45.520254,-76.23069
gmf du pontiac (clsc mansfield pontefract),7795,clinic or family medicine group,Ambulatory health care services,Province of Québec,,160,chemin de la chute,J0X1R0,mansfield-et-pontefract,qc,"160, chemin de la chute , mansfield-et-pontefract (québec) j0x 1r0",Mansfield-et-Pontefract,2484065,24,45.847977,-76.7299523
gmf du pontiac (clsc otter lake),7796,clinic or family medicine group,Ambulatory health care services,Province of Québec,,340,avenue martineau,J0X2P0,otter lake,qc,"340, avenue martineau , otter lake (québec) j0x 2p0",Otter Lake,2484055,24,45.84553314,-76.43284297
gmf du pontiac (clsc shawville),7797,clinic or family medicine group,Ambulatory health care services,Province of Québec,,290,rue marion,J0X2Y0,shawville,qc,"290, rue marion , shawville (québec) j0x 2y0",Shawville,2484010,24,45.60593645,-76.48669844
gmf du royaume (clinique médicale barrette),7798,clinic or family medicine group,Ambulatory health care services,Province of Québec,,152,boulevard barrette,G7H7W8,saguenay,qc,"152, boulevard barrette , saguenay (québec) g7h 7w8",Saguenay,2494068,24,48.39511898,-71.0733941
gmf fabreville (super-clinique),7799,clinic or family medicine group,Ambulatory health care services,Province of Québec,,380,boulevard curé-labelle,H7P5L3,laval,qc,"380, boulevard curé-labelle (fabreville) , laval (québec) h7p 5l3",Laval,2465005,24,45.576417,-73.786654
gmf félimédic (clinique médicale saint-félix-de-valois),7800,clinic or family medicine group,Ambulatory health care services,Province of Québec,,610,chemin de joliette,J0K2M0,saint-félix-de-valois,qc,"610, chemin de joliette , saint-félix-de-valois (québec) j0k 2m0",Saint-Félix-de-Valois,2462007,24,46.1546593,-73.4315067
gmf grand-gaspé (clinique médicale centre-ville),7801,clinic or family medicine group,Ambulatory health care services,Province of Québec,,167,rue de la reine,G4X2W6,gaspé,qc,"167, rue de la reine, bureau 5 , gaspé (québec) g4x 2w6",Gaspé,2403005,24,48.82867,-64.4847
gmf grand-gaspé (clinique médicale du hâvre),7802,clinic or family medicine group,Ambulatory health care services,Province of Québec,,79,rue jacques-cartier,G4X1M5,gaspé,qc,"79, rue jacques-cartier, bureau a , gaspé (québec) g4x 1m5",Gaspé,2403005,24,48.83291,-64.4809
gmf grand-gaspé (clinique médicale synergie),7803,clinic or family medicine group,Ambulatory health care services,Province of Québec,,125,boulevard de gaspé,G4X1A4,gaspé,qc,"125, boulevard de gaspé , gaspé (québec) g4x 1a4",Gaspé,2403005,24,48.83944,-64.4834
gmf grand-gaspé (clinique point.com),7804,clinic or family medicine group,Ambulatory health care services,Province of Québec,,294,rue monseigneur-leblanc,G4X2R5,gaspé,qc,"294, rue monseigneur-leblanc , gaspé (québec) g4x 2r5",Gaspé,2403005,24,48.82571,-64.5001
gmf grand-gaspé (clsc de barachois),7805,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1070,route 132 est,G0C1A0,percé,qc,"1070, route 132 est , percé (québec) g0c 1a0",Percé,2402005,24,48.61777,-64.2797
gmf grand-gaspé (clsc de rivière-au-renard),7806,clinic or family medicine group,Ambulatory health care services,Province of Québec,,154,boulevard renard est,G4X5R5,gaspé,qc,"154, boulevard renard est , gaspé (québec) g4x 5r5",Gaspé,2403005,24,48.98881,-64.3739
gmf grand-gaspé (gmf-u),7807,clinic or family medicine group,Ambulatory health care services,Province of Québec,,205,boulevard de york ouest,G4X2V7,gaspé,qc,"205, boulevard de york ouest , gaspé (québec) g4x 2v7",Gaspé,2403005,24,48.81301,-64.4949
gmf harricana (clinique médicale amos),7808,clinic or family medicine group,Ambulatory health care services,Province of Québec,,641,4e rue ouest,J9T2S1,amos,qc,"641, 4e rue ouest, bureau 102 , amos (québec) j9t 2s1",Amos,2488055,24,48.574857,-78.127023
gmf haute-gaspésie (clinique des monts),7809,clinic or family medicine group,Ambulatory health care services,Province of Québec,,230,1re avenue ouest,G4V1E2,sainte-anne-des-monts,qc,"230, 1re avenue ouest, suite 101 , sainte-anne-des-monts (québec) g4v 1e2",Sainte-Anne-des-Monts,2404037,24,49.12548,-66.5008
gmf haute-gaspésie (clinique du docteur michel-xavier simard),7810,clinic or family medicine group,Ambulatory health care services,Province of Québec,,253,1e avenue ouest,G4V1E3,sainte-anne-des-monts,qc,"253, 1e avenue ouest , sainte-anne-des-monts (québec) g4v 1e3",Sainte-Anne-des-Monts,2404037,24,49.12402,-66.5069
gmf haute-gaspésie (clsc de cap-chat),7811,clinic or family medicine group,Ambulatory health care services,Province of Québec,,49,rue notre-dame,G0J1E0,cap-chat,qc,"49, rue notre-dame, cp 415 , cap-chat (québec) g0j 1e0",Cap-Chat,2404047,24,49.09694,-66.6864
gmf haute-gaspésie (clsc de mont-louis),7812,clinic or family medicine group,Ambulatory health care services,Province of Québec,,19,1re avenue mont-louis ouest,G0E1T0,saint-maxime-du-mont-louis,qc,"19, 1re avenue (mont-louis) ouest, cp 100 , saint-maxime-du-mont-louis (québec) g0e 1t0",Saint-Maxime-du-Mont-Louis,2404010,24,49.22858,-65.7351
gmf haute-gaspésie (clsc de sainte-anne-des-monts),7813,clinic or family medicine group,Ambulatory health care services,Province of Québec,,52,rue du belvédère,G4V1X4,sainte-anne-des-monts,qc,"52, rue du belvédère , sainte-anne-des-monts (québec) g4v 1x4",Sainte-Anne-des-Monts,2404037,24,49.11831,-66.4837
gmf horizon santé (clinique médicale horizon santé),7814,clinic or family medicine group,Ambulatory health care services,Province of Québec,,8,boulevard des îles,G5B2J4,port-cartier,qc,"8, boulevard des îles , port-cartier (québec) g5b 2j4",Port-Cartier,2497022,24,50.020753,-66.881909
gmf horizon santé (csss de port-cartier),7815,clinic or family medicine group,Ambulatory health care services,Province of Québec,,3,rue de shelter bay,G5B2W9,port-cartier,qc,"3, rue de shelter bay , port-cartier (québec) g5b 2w9",Port-Cartier,2497022,24,50.023694,-66.893971
gmf jolibourg (centre médical jolibourg),7816,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1271,boulevard jolibourg,H7Y1Z8,laval,qc,"1271, boulevard jolibourg, bureau 649 , laval (québec) h7y 1z8",Laval,2465005,24,45.524665,-73.85286
gmf la baie (clinique médicale de la baie),7817,clinic or family medicine group,Ambulatory health care services,Province of Québec,,437,rue albert,G7B3L5,saguenay,qc,"437, rue albert , saguenay (québec) g7b 3l5",Saguenay,2494068,24,48.339408,-70.881277
gmf lac-saint-jean-est (clinique de médecine générale d'alma ),7818,clinic or family medicine group,Ambulatory health care services,Province of Québec,,22,rue melançon est,G8B6W3,alma,qc,"22, rue melançon est, suite 201 , alma (québec) g8b 6w3",Alma,2493042,24,48.556729,-71.639048
gmf lac-saint-jean-est (clinique médicale de métabetchouan),7819,clinic or family medicine group,Ambulatory health care services,Province of Québec,,20,rue saint-basile,G8G1S9,métabetchouan lac-à-la-croix,qc,"20, rue saint-basile , métabetchouan--lac-à-la-croix (québec) g8g 1s9",Métabetchouan--Lac-à-la-Croix,2493012,24,48.426622,-71.871561
gmf lac-saint-jean-est (clinique médicale du manoir),7820,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1441,avenue du manoir,G8B4X3,alma,qc,"1441, avenue du manoir , alma (québec) g8b 4x3",Alma,2493042,24,48.577276,-71.627004
gmf lac-saint-jean-est (unité de médecine familiale d'alma),7821,clinic or family medicine group,Ambulatory health care services,Province of Québec,,300,boulevard champlain,G8B3N8,alma,qc,"300, boulevard champlain , alma (québec) g8b 3n8",Alma,2493042,24,48.550653,-71.664615
gmf lafontaine (groupe de médecine de famille lafontaine),7822,clinic or family medicine group,Ambulatory health care services,Province of Québec,,242,rue lafontaine,G5R3A7,rivière-du-loup,qc,"242, rue lafontaine , rivière-du-loup (québec) g5r 3a7",Rivière-du-Loup,2412072,24,47.834385,-69.53796
gmf laurier de la pinière (centre médical de la pinière),7823,clinic or family medicine group,Ambulatory health care services,Province of Québec,,3395,boulevard de la pinière,J6X4N1,terrebonne,qc,"3395, boulevard de la pinière, suite 100 , terrebonne (québec) j6x 4n1",Terrebonne,2464008,24,45.7238639,-73.6826324
gmf laurier de la pinière (centre médical laurier),7824,clinic or family medicine group,Ambulatory health care services,Province of Québec,,5661,boulevard laurier,J7M1T7,terrebonne,qc,"5661, boulevard laurier , terrebonne (québec) j7m 1t7",Terrebonne,2464008,24,45.7558996,-73.7143176
gmf lavaltrie-lanoraie (clinique médicale lavaltrie),7825,clinic or family medicine group,Ambulatory health care services,Province of Québec,,89-c,chemin de lavaltrie,J5T2H5,lavaltrie,qc,"89-c, chemin de lavaltrie , lavaltrie (québec) j5t 2h5",Lavaltrie,2452007,24,45.8935337,-73.2990397
gmf le carrefour médical (centre médical le carrefour),7826,clinic or family medicine group,Ambulatory health care services,Province of Québec,,3030,boulevard le carrefour,H7T2P5,laval,qc,"3030, boulevard le carrefour, bureau 200 , laval (québec) h7t 2p5",Laval,2465005,24,45.567495,-73.749986
gmf le gardeurois,7827,clinic or family medicine group,Ambulatory health care services,Province of Québec,,155,boulevard lacombe,J5Z3C4,repentigny,qc,"155, boulevard lacombe, bureau 150 , repentigny (québec) j5z 3c4",Repentigny,2460013,24,45.7432104,-73.4833489
gmf les eskers d'amos (clinique médicale le norois),7828,clinic or family medicine group,Ambulatory health care services,Province of Québec,,641,4e rue ouest,J9T2S1,amos,qc,"641, 4e rue ouest, bureau 201 , amos (québec) j9t 2s1",Amos,2488055,24,48.574857,-78.127023
gmf les eskers d'amos (gmf-u les eskers et groupe médicale soleil),7829,clinic or family medicine group,Ambulatory health care services,Province of Québec,,692,4e avenue ouest,J9T0B7,amos,qc,"692, 4e avenue ouest , amos (québec) j9t 0b7",Amos,2488055,24,48.574933,-78.127853
gmf les myrtilles du lac (centre médical de saint-félicien),7830,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1179,boulevard saint-félicien,G8K3J1,saint-félicien,qc,"1179, boulevard saint-félicien, bureau 201 , saint-félicien (québec) g8k 3j1",Saint-Félicien,2491042,24,48.655131,-72.459588
gmf les myrtilles du lac (clinique médicale de roberval),7831,clinic or family medicine group,Ambulatory health care services,Province of Québec,,714,boulevard marcotte,G8H1Z6,roberval,qc,"714, boulevard marcotte , roberval (québec) g8h 1z6",Roberval,2491025,24,48.5453508,-72.2782688
