"Index","Facility_Name","Source_Facility_Type","ODCAF_Facility_Type","Provider","Unit","Street_No","Street_Name","Postal_Code","City","Prov_Terr","Source_Format_Address","CSD_Name","CSDUID","PRUID","Latitude","Longitude"
180,"albert county museum","museums","museum","moncton",,3940,"main st","e4h3j8","hopewell","nb","3940 main st","Hillsborough","1306025","13",45.92199531,-64.64283339
181,"albert gilles copper art studio - boutique and museum","museum / historic site","museum","province of québec",,7450,"boul ste-anne","g0a1n0","château richer","qc","7450, boul. ste-anne","Château-Richer","2421035","24",46.952225,-71.04308
182,"alberta aviation museum association",,"museum","canadian museums association",,11410,"kingsway nw","t5g0x4","edmonton","ab","11410 kingsway nw edmonton alberta t5g 0x4 canada","Edmonton","4811061","48",53.56571545,-113.5171718
185,"alberta ballet",,"theatre/performance and concert hall","edmonton",,10123,"99 street nw",,"edmonton","ab","10123 99 street nw","Edmonton","4811061","48",53.54317231,-113.4905765
195,"alberta beach & district museum and archives","community/regional museum human history-archaelogy-anthropology or ethnology interpretation centre","museum","canadian museums association",,4823,"50 avenue","t0e0a0","alberta beach","ab","4823 -50 avenue alberta beach alberta t0e 0a0 canada","Alberta Beach","4813012","48",53.6801332,-114.350799
197,"alberta central live steamers society","transportation museum","museum","canadian museums association",,,,"t9a1w9","wetaskiwin","ab","rr #2 wetaskiwin alberta t9a 1w9 canada","Wetaskiwin County No. 10","4811001","48",52.8820447,-113.2971736
199,"alberta forest service museum","community/regional museum","museum","canadian museums association",,1176,"switzer drive","t7v1v3","hinton","ab","1176 switzer drive hinton alberta t7v 1v3 canada","Hinton","4814019","48",53.4004505,-117.5775021
200,"alberta museums association","other","museum","canadian museums association",,10408,"124 street","t5n1r5","edmonton","ab","suite 404 10408.124 street edmonton alberta t5n 1r5 canada","Edmonton","4811061","48",53.535411,-113.507996
201,"alberta railway museum","transportation museum","museum","canadian museums association",,24215,"34 street","t5y6b4","edmonton","ab","24215 -34 street edmonton alberta t5y 6b4 canada","Edmonton","4811061","48",53.7021138,-113.382376
202,"alberta sports hall of fame & museum","museum","museum","red deer",,6300,"cronquist dr",,"red deer","ab","6300 cronquist dr","Red Deer","4808011","48",52.26207835,-113.8540778
204,"alberta theatre projects",,"theatre/performance and concert hall","calgary",,220,"9 av se",,"calgary","ab","220 9 av se","Calgary","4806016","48",51.04496079,-114.0594411
205,"alberton museum","historic site-building or park","museum","canadian museums association",,457,"church st","c0b1b0","alberton","pe","457 church st. alberton prince edward island c0b 1b0 canada","Alberton","1103052","11",46.8167691,-64.0599094
206,"alberton twp",,"library or archives","government of ontario",,3,"highway 611 south","p9a3m2","township of alberton","on","3 highway 611 south rr1b2","Norfolk County","3528052","35",42.8396631,-80.3393778
207,"albion",,"library or archives","city of toronto",,1515,"albion road","m9v1b2","toronto","on","1515 albion road, toronto, on, m9v 1b2","Toronto","3520005","35",43.73982593,-79.5840963
208,"albion block","built heritage properties","heritage or historic site","moncton",,852,"main st",,"moncton","nb","852 main st","Moncton","1307022","13",46.08809054,-64.77901613
209,"albion/ bolton branch library","social services","library or archives","peel region",,150,"queen st s","l7e1e3","bolton","on","150 queen st s","Caledon","3521024","35",43.87631913,-79.73464017
210,"alcoma community library",,"library or archives","government of alberta",,873,"ab hwy","t0j2m0","rainier","ab","hwy 873","Newell County","4802031","48",50.5948448,-111.8970254
211,"alder flats buck lake public library",,"library or archives","government of alberta",,,,"t0c0a0","acadia valley","ab","hwy 13 w & 2nd street w","Acadia No. 34","4804001","48",,
212,"alder street branch",,"library or archives","county of dufferin",,275,"alder st",,"orangeville","on","275 alder st","Orangeville","3522014","35",43.9055,-80.1257
213,"aldergrove festival days society","non profit community events society","festival site","township of langley",,6795,"256 st",,"township of langley","bc",,"Langley","5915001","59",49.12579987,-122.5153837
215,"aldergrove library","fraser valley regional library","library or archives","government of british columbia",,26770,"29th avenue","v4w3b8","vancouver","bc","26770-29th avenue","Langley","5915001","59",49.055541,-122.481863
216,"alderlea estate","culture and heritage facilities and spaces","heritage or historic site","brampton",,40,"elizabeth street s","l6y1r1","brampton","on","40 elizabeth street s","Brampton","3521010","35",43.68279994,-79.75851326
217,"alderville fn",,"library or archives","government of ontario",2,10836,"county road","k0k2x0","roseneath","on","10836 county road 2 p.o. box 46","South Dundas","3501020","35",44.85214442,-75.31426413
218,"alderwood",,"library or archives","city of toronto",,2,"orianna drive","m8w4y1","toronto","on","2 orianna drive, toronto, on, m8w 4y1","Toronto","3520005","35",43.60194444,-79.54725185
219,"alean freeman library","branch","library or archives","government of nova scotia",,5060,"highway 210","b0t1e0","greenfield","ns","5060 highway 210","Queens","1204010","12",44.272282,-64.841687
220,"alert bay library-museum","historical society","museum","canadian museums association",,118,"fir street","v0n1a0","alert","bc","118 fir street alert bay british columbia v0n 1a0 canada","Alert Bay","5943008","59",50.576798,-126.907369
223,"alex robertson public library",,"library or archives","saskatchewan",,1222,"hildebrand dr","s0j1l0","la ronge","sk","1222 hildebrand dr","La Ronge","4718041","47",55.106937,-105.2904237
224,"alex youck school museum","community/regional museum","museum","canadian museums association",,1600,"4th avenue","s4r8c8","regina","sk","1600 -4th avenue regina saskatchewan s4r 8c8 canada","Regina","4706027","47",50.46389455,-104.6033547
225,"alexander bay public library",,"library or archives","government of newfoundland and labrador",,,,,,"nl",,"Glovertown","1007044","10",48.67043931,-54.03361387
226,"alexander calhoun library",,"library or archives","calgary",,3223,"14 st sw","t2t3v8","calgary","ab","3223 14 st sw (51.0255318, -114.0947876)","Calgary","4806016","48",51.0255318,-114.0947876
227,"alexander doyle public library","branch","library or archives","government of nova scotia",,11156,"highway rte","b0e1x0","mabou","ns","11156 highway rte 19","Inverness, Subd. B","1215006","12",46.062245,-61.408879
228,"alexander graham bell national historic site","historic site-building or park","heritage or historic site","canadian museums association",,559,"chebucto street","b0e1b0","baddeck","ns","559 chebucto street baddeck nova scotia b0e 1b0 canada","Victoria, Subd. B","1218001","12",46.1035236,-60.74514692
229,"alexis creek","cariboo regional district library system","library or archives","government of british columbia",,7651,"yells road","v0l1a0","gibsons","bc","7651 yells road","Cariboo K","5941041","59",52.08521,-123.276801
230,"alfred & plantagenet twp",,"library or archives","government of ontario",,1963,"rue de l'hôtel de ville","k0b1j0","lefaivre","on","1963 rue de l'hôtel de ville c.p. 10","Alfred and Plantagenet","3502023","35",45.6380103,-74.89077961
231,"algoma university wishart library",,"library or archives","canadian museums association",,1520,"queen street east","p6a2g4","sault ste-marie","on","1520 queen street east sault ste. marie ontario p6a 2g4 canada","Sault Ste. Marie","3557061","35",46.50014335,-84.28819251
232,"algonquin college museum","other","museum","canadian museums association",,,,"k2g1v8","nepean","on","applied museum studies program nepean ontario k2g 1v8 canada","Ottawa","3506008","35",,
233,"algonquin commons theatre","performance spaces","theatre/performance and concert hall","ottawa",,1385,"woodroffe ave","k2g1v8","ottawa","on","1385 woodroffe ave","Ottawa","3506008","35",45.34974747,-75.75613051
234,"algonquin culture & heritage centre","keeping house or native culture centre","art or cultural centre","canadian museums association",,1674,"mishomis road","k0j1x0","golden","on","1674 mishomis road golden lake ontario k0j 1x0 canada","Niagara-on-the-Lake","3526047","35",43.25281421,-79.10324617
235,"algonquin logging museum","natural history or natural sciences museum","museum","canadian museums association",,,,"k0j2m0","whitney","on","algonquin provincial park whitney ontario k0j 2m0 canada","Nipissing, Unorganized, South Part","3548091","35",45.65713555,-78.49953864
236,"algonquins of pikwakanagan fn",,"library or archives","government of ontario",,1657,"mishomis","k0j1x0","golden lake","on","1657 a mishomis inamo","Pikwakanagan (Golden Lake 39)","3547037","35",,
237,"aliant tower","built heritage properties","heritage or historic site","moncton",,27,"alma st",,"moncton","nb","27 alma st","Moncton","1307022","13",46.08988718,-64.776582
238,"alice b. donahue library and archives",,"library or archives","government of alberta",,4716,"48 street","t9s1r2","athabasca","ab","4716 - 48 street","Clive","4808032","48",52.473104,-113.444251
239,"alice melnyk public library",,"library or archives","government of alberta",,5009,"diefenbaker avenue","t0b4k0","alder flats","ab","5009 diefenbaker avenue",,,"48",,
240,"alice munro public library","library","library or archives","huron county",,281,"edward st",,"wingham","on","281 edward st, wingham, on","North Huron","3540055","35",43.88769794,-81.31309579
241,"alice turner branch library",,"library or archives","city of saskatoon",,110,"nelson road",,"saskatoon","sk","110 nelson road","Saskatoon","4711066","47",52.1501593,-106.5659102
243,"alida community delivery site",,"library or archives","saskatchewan",,,,"s0c0b0","alida","sk",,"Alida","4701041","47",,
244,"alison milne gallery",,"gallery","toronto",,198,"walnut ave","m6j2n6","toronto","on","198 walnut ave","Toronto","3520005","35",43.64509611,-79.41142637
245,"alix goolden performance hall","performance space - indoor venue","theatre/performance and concert hall","victoria",,,,,"victoria","bc",,"Victoria","5917034","59",48.42726366,-123.3583583
246,"alix public library",,"library or archives","government of alberta",,4928,"50 street","t0c0b0","alix","ab","4928 - 50 street",,,"48",,
247,"alix wagon wheel museum","community/regional museum historical society","museum","canadian museums association",,4912,"50th street","t0c0b0","alix","ab","4912-50th street alix alberta t0c 0b0 canada",,,"48",,
248,"allan branch library",,"library or archives","saskatchewan",,216,"main st","s0k0c0","allan","sk","216 main st","Hazenmore","4703052","47",49.6862485,-107.1374132
249,"allan gardens conservatory","historic site-building or park","heritage or historic site","canadian museums association",,19,"horticultural avenue","m5a2p2","toronto","on","19 horticultural avenue toronto ontario m5a 2p2 canada","Toronto","3520005","35",43.6612369,-79.3749689
250,"allan macpherson house (the)","historic site-building or park","heritage or historic site","canadian museums association",,180,"elizabeth street","k7r1b5","napanee","on","180 elizabeth street napanee ontario k7r 1b5 canada","Greater Napanee","3511015","35",44.2538229,-76.94553515
251,"allen sapp gallery","art gallery","gallery","canadian museums association",,1,"railway ave e","s9a2y6","north-battleford","sk","1 railway ave e po box 460 north battleford saskatchewan s9a 2y6 canada","North Battleford","4716029","47",52.7717567,-108.297712
252,"alliance and district museum society","historical society other","museum","canadian museums association",,,,"t0b0a0","alliance","ab","po box 101 alliance alberta t0b 0a0 canada","Alliance","4807032","48",52.4335554,-111.7832364
253,"alliance culturelle de l'ontario","arts","miscellaneous","ottawa",,,,,"ottawa","on",,"Ottawa","3506008","35",45.43652948,-75.66108797
254,"alliance for arts and culture","museum/gallery","museum","vancouver",,938,"howe st","v6z1n9","vancouver","bc","938 howe st vancouver bc v6z 1n9","Vancouver","5915022","59",49.2803099,-123.1228359
255,"alliance francaise de toronto (pierre-leon downtown gallery)",,"gallery","toronto",,24,"spadina rd","m5r2s7","toronto","on","24 spadina rd","Toronto","3520005","35",43.66877533,-79.40519291
